idFrame,name,description
376,Importance,"A #Factor affects the outcome of an #Undertaking, which  can be a goal-oriented activity or the maintenance of a desirable state, the work in a #Field, or something portrayed as affecting an #Interested_party. An #Explanation may be given for the importance of the #Factor. The #Degree of importance may also be specified.

<ex>Temperature is the [most|Degree] [critical|Target] [factor|Factor] [in successful storage|Undertaking].</ex>
<ex> [Timing|Factor] will be [critical|Target].</ex>
<ex>[Heathcliff|Factor] <m>is</m> [more|Degree] [important|Target] [to me|Interested_party] [than myself|Degree] . </ex>
<ex> [1992|Factor] <m>was</m> <m>of</m> [great|Degree] [importance|Target] [to the business community|Interested_party]. </ex>
"
698,Importing,"An #Importer receives #Goods from an #Exporting_area, across a boundary or border to a different area, the #Importing_area.  The #Path along which the #Goods pass may also be indicated.

<ex>[The U.S.|Importer] [imported|Target] [some wheat|Goods] [in the period|Time], although it exported about ten times as much.</ex>
<ex>[We|Importer] [import|Target] [most of the Tahitian seashells|Goods] [through Japan|Path].</ex>
<ex>[Importation|Target] [of wildlife|Goods] has gotten more difficult. [INI|Importer] [INI|Importing_area] [INI|Exporting_area]</ex>"
391,Import_export_scenario,"An #Agent moves #Goods (or some other useful item) from an #Exporting_area, across a boundary or border to a different area, the #Importing_area.  The #Path along which the #Goods pass may also be indicated. Depending on the lexical unit, the #Agent 's point of view may be centered on the #Exporting_area at the beginning of the process (e.g. <ment>export</ment>) or on the #Importing_area and the end of the process (e.g. <ment>import</ment>) or on the #Path (e.g. <ment>transship</ment>). In some sentences, a constituent which encodes the #Agent FE also encodes information about the #Exporting_area, #Path, or #Importing_area.

<ex>Cooperating was an old term used by the Customs service to describe the illegal traffic of contraband[|Goods]sold and [transhipped|Target] [from larger vessels|Exporting_area] [into small local boats|Importing_area].</ex>
"
663,Imposing_obligation,"A #Duty is imposed on a #Responsible_party according to a #Principle which regulates how the #Responsible_party should respond to a #Situation.  The #Situation may be expressed metonymically by reference to an #Obligator, whose action invokes the #Principle.  It is only rarely the case that the #Principle and the #Situation/#Obligator are both expressed overtly.

<ex>They escaped total Soviet invasion and occupation only by entering into [a separate agreement|Principle] [that|Principle] [obligated|Target] [them|Responsible_party] [to military action against the retreating German armies|Duty].</ex>

<ex>[The lease agreements|pri] [bound|Target] [them|Responsible_party] [to make rent payments to Homeowners Rescue|Duty].</ex>

<ex>It was also discovered that with out her knowledge, [he|Obligator] had [committed|Target] [her|Responsible_party] [to a new TV series|Duty] and he had already taken an advance on the money.</ex>


<ex>[The Generality's invitation to give a conference on the theme|sit] [obligated|Target] [me|Responsible_party] [to study Gaudí's work even more|Duty].</ex>"
996,Impression,"This frame describes the #Impression which a #Figure, which can be a person, an organization, or an object, leaves with an #Audience. The #Audience is often left unstated when it represents anyone who is aware of the subject. The #Impression may be describe with a #Descriptor; the effectiveness of the #Impression may be provided by #Degree. The #Context indicates the domain in which the #Impression is understood.

<ex>[He|Figure] <gov>had</gov> an extremely [fragile|Descriptor] [self|Audience] - [[image|Impression]|Target]</ex>

<ex>[My|Audience] [impression|Impression] [of the show|Figure] was just the opposite</ex>"
537,Imprisonment,"The #Authorities put a #Prisoner in #Prison as punishment for an #Offense.

<ex>[US Drug Researcher|pri] [Imprisoned|Target] [for FDA Fraud|off].</ex>
<ex>Men will be more likely to be [put|Target] [away|Target] [for murder rather than manslaughter|con] [for killing their wives|off].</ex>
<ex>However, any treatments may be years in the future and in the meantime, [criminals|pri] will continue to be [imprisoned|Target] [for public safety|pur].</ex>

<ex>[The government|aut] wrongfully [imprisoned|Target] [them|pri] [in ?detention centers?|jai] (a nice term
for concentration camps), tortured them mentally and physically</ex>
"
1390,Improvement_or_decline,"An #Entity improves from a less desirable #Prior_state to a more desirable #Post_state.  (Note that members of this frame marked with the semantic type """"Negative"""" indicate deterioration.)  In most cases the #Prior_state and the #Post_state are implicit, since the most important fact is simply that the #Post_state is better than the #Prior_state.

<ex>[My typing speed|Entity] is [improving|Target] .</ex>
<ex>[They|Entity] have [improved|Target] [in their typing|Domain] [a lot|Degree] .</ex>
<ex>If you think [your whole life|Entity] is [deteriorating|Target] , get out your relationship !</ex>"
1084,Improvised_explosive_device,"An improvised explosive device is a #Bomb or similar device used in non-conventional warfare. It consists of explosive material connected to a detonator, possibly including other materials meant to damage nearby people and property.

<ex>An [[IED|Bomb]|Target] struck the lead truck.</ex>

<ex>It was determined that the device was an [explosive charge|Type] [IED|Bomb]; no additional shrapnel was located.</ex>

<ex>Robots designed to deactivate [[roadside bombs|Bomb]|Target] are currently being deployed in the region.</ex>"
347,Inclination,"Due to internal forces/properties, an #Entity is inclined towards a particular #Behavior, which may be to perform an action or to maintain a state. The underlying force is seen as being beyond the #Entity's control. The #Degree to which the #Entity is inclined towards the #Behavior may also be specified as well as the #Basis for the inclination.


<ex>[My grandmother|Entity] <m>has</m> [criminal|Behavior] [tendencies|Target]. </ex>
<ex> """"[Smithers|Entity] has always <m>had</m> a deplorable [tendency|Target] [to exhibitionism|Behavior]. </ex>
<ex>[Chuck|Entity] <m>was</m> not [very|Degree] [inclined|Target] [to believe me|Behavior]. </ex>
<ex> [Smithers|Entity] <m>has</m> a [genetic|Basis] [predisposition|Target] [for neural tube defects|Behavior]. </ex>"
554,Inclusion,"A #Total has a #Part, either  as a member of an aggregate or as  a constituent part of a simple entity.

<ex>[His collection|Total] [included|Target] [two El Grecos|Part].</ex>"
816,Inclusion_scenario,"A #Part is either a subset of a collection of items that make up a #Whole, or is a subpart of a singular Whole. This frame covers both super/sub-set relations and part-whole relations."
500,Increment,"A member or members of a #Class have just been  mentioned or are present in the discourse setting and now a different instance  (or group of instances) of the same class is referred to.

<ex>My husband left me for [another|Target] [woman|Class] -- and now wants to get back together again!</ex>

<ex>My husband left me for [[another|Target]|Added_set][ woman|Added_set] -- and now wants to get back together again!</ex>"
933,Indicating,"A #Communicator or #Medium assigns linguistic meaning to an #Unresolved_referent thereby identifying the specific actor or entity which fulfills the answer to this question.

<ex>Can [you|Communicator] [name|Target] [all the U.S. Presidents|Unresolved_referent]?</ex>

<ex>[No doctor|Communicator] can [name|Target] [the disease that's killing him|Unresolved_referent].</ex>

<ex>[Every year|Frequency], [InfoWorld|Medium] [names|Target] [100 companies that have made the best use of technology|Unresolved_referent].</ex>

"
1330,Indirect_fouls,It designates an infraction in which a #Infractor violates a sport rule that does not involve excessive force against the opponent at a given #Time of the game and #Place of the sports venue.
848,Individual_history,"This scenario describes a series of #Events, associated with a single #Participant, i.e., the history of the #Participant. The #Events do not necessarily form a coherent whole (e.g., are not necessarily causally related), but merely occupy a period of time. In many cases the history is limited to what are considered the important or significant events. Words in this frame can also denote the time period over which the sequence of #Events took place.

Note: uses of words in this frame to describe a record of the series of events are not in this frame (e.g., <ment>we compiled a history of Rome</ment>).

<ex>We've been worried about [our recent hire's|Participant] [[history|Events]|Target] [of deceiving employers|Domain].</ex>

<ex>The following sections document the entire [25-year|tim] [[history|Events]|Target] [of the company|Participant].</ex>

<ex>Our areas of strength are [British, American and European|Participant] [[History|Events]|Target] [from 1492|Start_time] [to 2000|End_time].</ex>"
1356,Individual_moves,This frame describes the moves performed by an #Athlete in regards to the move itself or the technique used.
866,Ineffability,"A #Stimulus inspires a feeling of awe and interest in a (generally implicit or generic) #Experiencer due to desirable qualities which are difficult to explain.  Alternatively, the #Attribute of the #Stimulus may be described instead.

<ex><m>There is</m> a certain [je-ne-sais-quoi|Target] [about that city|Stimulus] .</ex>"
